Modelo_Auto,Ano_Auto,ID_Modelo,Pais_Venta,Continente_Venta,Marca_Auto,Segmento_Auto,Es_Electrico,Tipo_Transmision,Es_Nuevo,Unidades_Vendidas,Total_Ventas
Focus,2018,V4174-18,Estados Unidos,América,Ford,Compacto,No,Manual,No,2665,54801421.27
Sprinter,2018,I7677-44,Brasil,América,Mercedes-Benz,Comercial,No,Manual,No,3833,210752505.57
Camry,2019,H4792-96,Sudáfrica,África,Toyota,Sedan Mediano,No,Manual,No,1551,52678485.27
Civic,2022,S2820-31,España,Europa,Honda,Compacto,No,Automático,No,1764,89808755.6
Mustang,2015,V2767-85,Australia,Oceanía,Ford,Deportivo,No,Manual,No,3126,70759155.76
CR-V,2022,J1343-73,Corea del Sur,Asia,Honda,SUV Compacto,No,Manual,No,620,157124096.83
3 Series,2017,K3458-75,Estados Unidos,América,BMW,Sedan Premium,Sí,Automático,No,989,39483133.24
CR-V,2024,E4248-91,Japón,Asia,Honda,SUV Compacto,No,Manual,Sí,4591,218061560.62
Focus,2021,U9702-31,Reino Unido,Europa,Ford,Compacto,No,Automático,No,4958,73757100.55
Corolla,2024,Z3289-32,Francia,Europa,Toyota,Compacto,Sí,Automático,Sí,2995,69870825.1
Sprinter,2022,K8591-43,Canadá,América,Mercedes-Benz,Comercial,No,Automático,No,3547,237835119.13
RAV4,2021,P8172-37,Corea del Sur,Asia,Toyota,SUV Compacto,No,Manual,No,2450,112822050.63
CR-V,2021,A8497-47,Canadá,América,Honda,SUV Compacto,No,Automático,No,3568,33521600.23
Silverado,2015,J8641-83,Canadá,América,Chevrolet,Pickup Grande,No,Manual,No,1191,24237546.28
Golf,2021,B8311-27,Argentina,América,Volkswagen,Compacto,No,Automático,No,1592,145838828.62
Sprinter,2018,U5495-38,China,Asia,Mercedes-Benz,Comercial,No,Automático,No,2497,233962736.16
C-Class,2017,A7650-86,Argentina,América,Mercedes-Benz,Sedan Premium,No,Manual,No,1638,169879156.11
CR-V,2015,B8139-21,México,América,Honda,SUV Compacto,No,Automático,No,3243,56606628.5
Camry,2018,H6721-64,Japón,Asia,Toyota,Sedan Mediano,No,Automático,No,573,58548753.7
3 Series,2020,K9443-21,India,Asia,BMW,Sedan Premium,No,Manual,No,2038,184626817.97
Cherokee,2021,G4888-12,China,Asia,Jeep,SUV Mediano,No,Manual,No,791,71704075.62
Model 3,2018,Z2640-28,Alemania,Europa,Tesla,Sedan,Sí,Manual,No,2490,88781214.1
Fusion,2019,Y7372-58,Estados Unidos,América,Ford,Sedan,No,Manual,No,4132,157658849.65
Focus,2021,K7512-44,Japón,Asia,Ford,Compacto,No,Manual,No,4078,200083502.04
Model 3,2022,B4472-34,España,Europa,Tesla,Sedan,Sí,Manual,No,2862,100262324.77
Camry,2020,O7593-16,Alemania,Europa,Toyota,Sedan Mediano,No,Automático,No,2935,46930447.98
Cherokee,2018,A7151-71,Francia,Europa,Jeep,SUV Mediano,No,Automático,No,4764,42652221.32
Cherokee,2019,Q5913-49,Australia,Oceanía,Jeep,SUV Mediano,No,Manual,No,1462,19571165.72
Tucson,2018,H4021-92,China,Asia,Hyundai,SUV Compacto,No,Manual,No,398,76141894.22
F-150,2019,B7941-25,Alemania,Europa,Ford,Pickup Grande,No,Manual,No,4568,101638024.14
Mustang,2020,X1634-27,Alemania,Europa,Ford,Deportivo,No,Manual,No,4521,193537859.89
Silverado,2018,G1892-91,China,Asia,Chevrolet,Pickup Grande,No,Automático,No,4995,187736132.16
Sprinter,2016,E3174-90,Brasil,América,Mercedes-Benz,Comercial,No,Manual,No,4646,135976023.09
Silverado,2015,J8090-96,México,América,Chevrolet,Pickup Grande,No,Manual,No,4574,41193828.96
3 Series,2020,O5921-74,India,Asia,BMW,Sedan Premium,No,Manual,No,3490,199050328.86
CX-5,2020,S7458-57,Japón,Asia,Mazda,SUV Compacto,No,Automático,No,1342,156911776.87
Silverado,2017,H5917-19,Argentina,América,Chevrolet,Pickup Grande,No,Manual,No,3803,40684040.88
Focus,2020,P6746-21,China,Asia,Ford,Compacto,No,Manual,No,446,228197577.06
Kona,2022,E2418-66,Corea del Sur,Asia,Hyundai,SUV Subcompacto,No,Manual,No,3543,54809877.72
Corolla,2016,V7320-54,Italia,Europa,Toyota,Compacto,No,Manual,No,240,243664390.58
Mustang,2019,I9145-95,Reino Unido,Europa,Ford,Deportivo,No,Automático,No,1544,67418946.93
Fusion,2015,Y6753-47,Canadá,América,Ford,Sedan,No,Automático,No,2162,121450842.35
C-Class,2021,N7501-40,México,América,Mercedes-Benz,Sedan Premium,No,Automático,No,3358,64051846.39
Golf,2017,J4383-64,Brasil,América,Volkswagen,Compacto,No,Automático,No,2674,206654847.82
Kona,2019,L1513-95,Italia,Europa,Hyundai,SUV Subcompacto,No,Manual,No,2122,72879777.51
F-150,2016,U9678-14,Alemania,Europa,Ford,Pickup Grande,Sí,Manual,No,1472,86920455.0
CX-5,2024,D1296-10,Estados Unidos,América,Mazda,SUV Compacto,No,Automático,Sí,2547,144023056.46
Corolla,2021,S8642-49,Sudáfrica,África,Toyota,Compacto,Sí,Manual,No,2322,181755222.7
3 Series,2019,J8873-14,España,Europa,BMW,Sedan Premium,No,Automático,No,1811,159119583.86
Corolla,2023,G3691-46,Australia,Oceanía,Toyota,Compacto,No,Automático,Sí,1505,56900034.94
CX-5,2018,Q7319-96,Australia,Oceanía,Mazda,SUV Compacto,No,Automático,No,2518,145841182.13
CX-5,2022,E3601-92,México,América,Mazda,SUV Compacto,No,Manual,No,3222,176890231.99
Focus,2017,I1396-87,India,Asia,Ford,Compacto,No,Manual,No,596,186569254.83
Camry,2016,F6394-67,China,Asia,Toyota,Sedan Mediano,No,Manual,No,851,198930271.57
Mustang,2017,Y5846-96,Australia,Oceanía,Ford,Deportivo,No,Manual,No,2099,197195856.23
Cherokee,2024,Y5197-98,España,Europa,Jeep,SUV Mediano,No,Manual,Sí,3474,36330851.39
Cherokee,2024,F1748-11,Japón,Asia,Jeep,SUV Mediano,No,Automático,Sí,2661,108449832.63
Focus,2023,I2063-45,Corea del Sur,Asia,Ford,Compacto,No,Automático,Sí,4662,155378140.6
RAV4,2022,S5029-97,India,Asia,Toyota,SUV Compacto,No,Automático,No,2092,52911475.34
Golf,2017,V5769-73,Corea del Sur,Asia,Volkswagen,Compacto,Sí,Automático,No,62,109051291.9
Sprinter,2024,L3573-72,China,Asia,Mercedes-Benz,Comercial,No,Automático,Sí,1163,5297666.86
Silverado,2022,A2470-81,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Automático,No,4079,160128556.55
Mustang,2018,L5787-98,Japón,Asia,Ford,Deportivo,No,Manual,No,4647,125988396.83
Golf,2021,W6480-24,Reino Unido,Europa,Volkswagen,Compacto,Sí,Manual,No,4916,8192456.05
Focus,2017,S1424-30,Reino Unido,Europa,Ford,Compacto,No,Manual,No,2313,5453454.55
CR-V,2022,I9684-19,China,Asia,Honda,SUV Compacto,No,Manual,No,2138,14007143.59
Fusion,2020,Z8124-72,Japón,Asia,Ford,Sedan,No,Automático,No,701,148230568.98
C-Class,2016,J8112-62,España,Europa,Mercedes-Benz,Sedan Premium,No,Automático,No,137,100802587.52
Focus,2024,A2438-21,India,Asia,Ford,Compacto,No,Manual,Sí,4856,159538205.48
Q5,2018,W3148-11,China,Asia,Audi,SUV Premium,Sí,Automático,No,664,168394125.81
Camry,2020,G8964-26,Estados Unidos,América,Toyota,Sedan Mediano,No,Manual,No,3697,183704848.85
Corolla,2018,X2054-14,Canadá,América,Toyota,Compacto,No,Manual,No,1456,69666612.67
CR-V,2018,M7516-27,India,Asia,Honda,SUV Compacto,No,Manual,No,1753,175108194.81
Corolla,2017,D9816-98,Sudáfrica,África,Toyota,Compacto,No,Automático,No,2789,129640852.48
3 Series,2019,K2723-23,Estados Unidos,América,BMW,Sedan Premium,No,Automático,No,3210,87930451.03
F-150,2016,P4273-19,Japón,Asia,Ford,Pickup Grande,No,Manual,No,2430,55858834.78
Cherokee,2023,S2441-60,Sudáfrica,África,Jeep,SUV Mediano,No,Automático,Sí,2762,233236216.48
CR-V,2020,S3478-78,Corea del Sur,Asia,Honda,SUV Compacto,No,Manual,No,3677,33480688.23
Q5,2020,B5061-81,Francia,Europa,Audi,SUV Premium,No,Automático,No,996,207194915.87
Sprinter,2024,Y2372-90,México,América,Mercedes-Benz,Comercial,No,Automático,Sí,4234,18863072.38
Cherokee,2016,I4031-96,Reino Unido,Europa,Jeep,SUV Mediano,No,Automático,No,766,243208301.08
C-Class,2017,U3973-24,España,Europa,Mercedes-Benz,Sedan Premium,No,Automático,No,4910,135593322.41
Sprinter,2015,W4517-93,Sudáfrica,África,Mercedes-Benz,Comercial,No,Automático,No,4697,75938053.04
Tucson,2018,K6032-53,Corea del Sur,Asia,Hyundai,SUV Compacto,No,Manual,No,1464,106959326.87
3 Series,2015,V7182-60,Canadá,América,BMW,Sedan Premium,No,Manual,No,4180,183754262.87
Golf,2017,N2930-94,Brasil,América,Volkswagen,Compacto,No,Manual,No,534,12794909.84
Q5,2015,K2923-62,Brasil,América,Audi,SUV Premium,No,Automático,No,1596,157050978.4
Tucson,2021,B5211-23,Alemania,Europa,Hyundai,SUV Compacto,No,Automático,No,1054,95754229.43
Cherokee,2017,Q4395-76,Francia,Europa,Jeep,SUV Mediano,No,Automático,No,816,221376411.95
Q5,2015,O5099-50,Australia,Oceanía,Audi,SUV Premium,No,Manual,No,4357,78653192.88
Golf,2016,X1614-93,Sudáfrica,África,Volkswagen,Compacto,No,Automático,No,586,184966121.0
Q5,2024,A1511-47,Reino Unido,Europa,Audi,SUV Premium,No,Automático,Sí,2097,115233821.82
Sprinter,2018,L7642-41,Francia,Europa,Mercedes-Benz,Comercial,No,Automático,No,336,200026148.98
Tucson,2023,J3471-69,Italia,Europa,Hyundai,SUV Compacto,No,Automático,Sí,4838,209208263.78
Model 3,2024,G7064-89,Corea del Sur,Asia,Tesla,Sedan,Sí,Automático,Sí,1163,137747634.05
Sprinter,2017,A7880-77,Argentina,América,Mercedes-Benz,Comercial,Sí,Automático,No,3060,156185613.3
Silverado,2016,Q4191-93,Italia,Europa,Chevrolet,Pickup Grande,No,Manual,No,1737,28477733.45
3 Series,2022,N8856-61,Sudáfrica,África,BMW,Sedan Premium,No,Manual,No,1665,121930953.53
F-150,2022,N9440-79,India,Asia,Ford,Pickup Grande,Sí,Automático,No,719,172256563.43
Camry,2015,A2344-46,Francia,Europa,Toyota,Sedan Mediano,No,Automático,No,4985,105176159.62
Fusion,2022,Q8124-97,Corea del Sur,Asia,Ford,Sedan,No,Automático,No,587,207725390.73
C-Class,2017,T5489-51,Sudáfrica,África,Mercedes-Benz,Sedan Premium,No,Automático,No,2663,137628872.63
F-150,2019,L4011-33,Italia,Europa,Ford,Pickup Grande,No,Automático,No,1770,67495120.65
Mustang,2015,L7788-17,Francia,Europa,Ford,Deportivo,No,Automático,No,4724,138998505.2
C-Class,2021,N2562-70,China,Asia,Mercedes-Benz,Sedan Premium,No,Automático,No,2973,150099034.46
RAV4,2022,T3581-23,Canadá,América,Toyota,SUV Compacto,No,Automático,No,2163,244573987.39
CX-5,2022,Y2471-77,México,América,Mazda,SUV Compacto,No,Automático,No,4241,149897499.08
Focus,2024,W3978-60,Alemania,Europa,Ford,Compacto,No,Manual,Sí,4248,225640709.1
CX-5,2015,N2485-45,China,Asia,Mazda,SUV Compacto,No,Manual,No,830,61753892.22
Corolla,2023,T1705-37,Argentina,América,Toyota,Compacto,No,Automático,Sí,1978,219887511.01
Tucson,2024,O4847-79,Sudáfrica,África,Hyundai,SUV Compacto,No,Automático,Sí,1922,240069810.77
F-150,2023,R2657-21,Australia,Oceanía,Ford,Pickup Grande,No,Manual,Sí,1814,20020401.5
Mustang,2020,R3470-96,Italia,Europa,Ford,Deportivo,No,Manual,No,4197,155958580.45
Model 3,2024,X6414-44,México,América,Tesla,Sedan,Sí,Manual,Sí,1324,228440400.1
Golf,2023,H3725-93,Argentina,América,Volkswagen,Compacto,No,Automático,Sí,457,232524380.17
Cherokee,2020,P8160-51,Alemania,Europa,Jeep,SUV Mediano,No,Manual,No,4021,24868901.61
Fusion,2023,L1412-86,Corea del Sur,Asia,Ford,Sedan,No,Automático,Sí,2596,159448112.24
Fusion,2020,Y2961-53,Sudáfrica,África,Ford,Sedan,No,Automático,No,3358,78696984.71
Kona,2023,J3691-32,Australia,Oceanía,Hyundai,SUV Subcompacto,No,Manual,Sí,1393,123751195.1
C-Class,2022,N2185-14,China,Asia,Mercedes-Benz,Sedan Premium,No,Manual,No,1349,215238897.21
Mustang,2015,W3985-85,Sudáfrica,África,Ford,Deportivo,No,Automático,No,4446,106056461.18
Model 3,2022,P2301-54,Italia,Europa,Tesla,Sedan,Sí,Manual,No,4297,51254325.88
Tucson,2024,G4378-55,Japón,Asia,Hyundai,SUV Compacto,No,Automático,Sí,533,4046537.79
Golf,2020,K6771-63,México,América,Volkswagen,Compacto,Sí,Automático,No,940,230086429.49
CR-V,2022,Z3045-77,China,Asia,Honda,SUV Compacto,No,Automático,No,3369,39900017.9
RAV4,2020,C6557-30,Japón,Asia,Toyota,SUV Compacto,Sí,Automático,No,3379,198626166.78
Q5,2019,E3304-56,Japón,Asia,Audi,SUV Premium,No,Automático,No,3842,15692360.92
Kona,2021,M9950-55,Francia,Europa,Hyundai,SUV Subcompacto,No,Manual,No,2439,91947387.7
Focus,2015,B5556-93,Japón,Asia,Ford,Compacto,No,Automático,No,1347,151136917.23
Kona,2024,F6668-60,Corea del Sur,Asia,Hyundai,SUV Subcompacto,No,Manual,Sí,2296,8531362.46
Mustang,2019,S8482-27,India,Asia,Ford,Deportivo,No,Manual,No,1886,31831660.1
Silverado,2017,O3320-76,Alemania,Europa,Chevrolet,Pickup Grande,No,Automático,No,184,190260910.96
Sprinter,2021,S2125-64,Corea del Sur,Asia,Mercedes-Benz,Comercial,No,Manual,No,3940,187696114.2
Corolla,2023,O8729-96,Brasil,América,Toyota,Compacto,No,Manual,Sí,4884,195062464.52
Silverado,2020,B4722-82,Brasil,América,Chevrolet,Pickup Grande,No,Automático,No,367,52989393.25
Q5,2022,E3377-56,Argentina,América,Audi,SUV Premium,No,Manual,No,266,207407761.91
Q5,2015,G6271-46,Argentina,América,Audi,SUV Premium,No,Manual,No,288,32085663.04
CR-V,2020,V9992-98,Corea del Sur,Asia,Honda,SUV Compacto,No,Automático,No,1760,48373525.15
Corolla,2023,X1538-98,Australia,Oceanía,Toyota,Compacto,No,Manual,Sí,588,111972478.04
Sprinter,2018,H3409-42,Italia,Europa,Mercedes-Benz,Comercial,No,Manual,No,212,80767162.86
Silverado,2022,M8089-76,India,Asia,Chevrolet,Pickup Grande,No,Automático,No,235,35320175.03
CR-V,2016,I6596-15,México,América,Honda,SUV Compacto,No,Manual,No,3769,243475349.95
Cherokee,2023,B5581-14,Brasil,América,Jeep,SUV Mediano,No,Automático,Sí,77,93024663.27
Model 3,2023,A2120-98,Alemania,Europa,Tesla,Sedan,Sí,Automático,Sí,4601,94557147.65
Mustang,2024,X4246-57,Francia,Europa,Ford,Deportivo,No,Manual,Sí,2837,65158192.87
F-150,2022,X7069-66,España,Europa,Ford,Pickup Grande,No,Automático,No,456,131097041.04
CX-5,2019,W9928-59,India,Asia,Mazda,SUV Compacto,No,Automático,No,4836,46229271.26
Corolla,2015,G9079-15,Italia,Europa,Toyota,Compacto,No,Manual,No,3365,25150064.88
Model 3,2024,J7793-95,España,Europa,Tesla,Sedan,Sí,Automático,Sí,2815,151237977.05
Civic,2019,H8990-15,Reino Unido,Europa,Honda,Compacto,No,Automático,No,836,219425062.43
Camry,2019,L8958-52,Canadá,América,Toyota,Sedan Mediano,No,Automático,No,1574,191102568.02
Q5,2019,V3486-81,Alemania,Europa,Audi,SUV Premium,No,Manual,No,4942,184511229.3
Civic,2017,W9995-42,Brasil,América,Honda,Compacto,No,Automático,No,2202,31300980.03
Civic,2024,H9389-96,Australia,Oceanía,Honda,Compacto,No,Automático,Sí,3002,77520146.66
Camry,2017,L2247-67,Estados Unidos,América,Toyota,Sedan Mediano,No,Automático,No,4319,140976890.39
Mustang,2019,M7699-55,Japón,Asia,Ford,Deportivo,No,Manual,No,4035,92323481.18
F-150,2023,Q8294-27,Italia,Europa,Ford,Pickup Grande,No,Automático,Sí,1345,202909144.76
RAV4,2024,M3535-25,Sudáfrica,África,Toyota,SUV Compacto,Sí,Manual,Sí,1481,17215178.12
Tucson,2019,F1632-41,Corea del Sur,Asia,Hyundai,SUV Compacto,No,Manual,No,1316,108269750.77
Mustang,2016,P2318-17,Francia,Europa,Ford,Deportivo,No,Manual,No,3658,89573587.21
F-150,2020,B3039-47,Estados Unidos,América,Ford,Pickup Grande,No,Manual,No,3807,42873042.16
Model 3,2020,W1607-69,India,Asia,Tesla,Sedan,Sí,Automático,No,3982,73058657.97
F-150,2022,U1821-18,Canadá,América,Ford,Pickup Grande,No,Manual,No,4059,234036507.97
Mustang,2015,J4145-62,Sudáfrica,África,Ford,Deportivo,No,Manual,No,3129,160307846.29
Kona,2021,H8149-42,Italia,Europa,Hyundai,SUV Subcompacto,No,Manual,No,2807,74544833.98
Silverado,2017,S8721-45,Francia,Europa,Chevrolet,Pickup Grande,No,Manual,No,3895,169043959.8
Corolla,2017,R9855-92,Francia,Europa,Toyota,Compacto,No,Manual,No,1628,200692187.92
C-Class,2023,X9562-20,México,América,Mercedes-Benz,Sedan Premium,No,Manual,Sí,1183,162056405.91
3 Series,2015,M2616-15,Alemania,Europa,BMW,Sedan Premium,No,Manual,No,2309,99316641.98
Q5,2015,S6597-94,India,Asia,Audi,SUV Premium,No,Manual,No,2929,219633058.32
Kona,2022,J8593-92,China,Asia,Hyundai,SUV Subcompacto,No,Automático,No,2447,31471855.05
Golf,2018,O4671-62,India,Asia,Volkswagen,Compacto,No,Automático,No,1297,149790824.08
Tucson,2023,L4061-80,Reino Unido,Europa,Hyundai,SUV Compacto,No,Automático,Sí,2447,65950808.4
CX-5,2024,G5114-87,México,América,Mazda,SUV Compacto,No,Automático,No,345,201751283.51
Q5,2020,B2616-88,España,Europa,Audi,SUV Premium,Sí,Automático,No,3147,77116114.26
Civic,2022,H7150-96,México,América,Honda,Compacto,No,Manual,No,3552,163825047.16
3 Series,2022,W1656-45,Francia,Europa,BMW,Sedan Premium,No,Manual,No,4288,37219779.18
Civic,2024,C5295-82,Canadá,América,Honda,Compacto,No,Automático,Sí,558,164406035.85
Camry,2024,C1401-21,Australia,Oceanía,Toyota,Sedan Mediano,No,Automático,Sí,4301,92768677.43
Cherokee,2021,L3050-74,India,Asia,Jeep,SUV Mediano,No,Automático,No,2241,41133417.52
Civic,2020,V1951-93,Japón,Asia,Honda,Compacto,No,Manual,No,1933,196633895.94
Golf,2024,R9743-67,India,Asia,Volkswagen,Compacto,No,Manual,Sí,3430,212797919.06
Camry,2020,Q6408-78,China,Asia,Toyota,Sedan Mediano,No,Manual,No,3210,183791206.39
Silverado,2018,M7166-72,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Manual,No,2422,208506460.4
CX-5,2020,Z2415-52,China,Asia,Mazda,SUV Compacto,No,Manual,No,1924,95686908.01
Focus,2015,P2004-76,Sudáfrica,África,Ford,Compacto,No,Automático,No,3492,190079798.11
C-Class,2017,T5789-98,Alemania,Europa,Mercedes-Benz,Sedan Premium,No,Manual,No,652,111320355.37
Cherokee,2018,G7808-37,España,Europa,Jeep,SUV Mediano,No,Manual,No,4442,163130174.01
F-150,2015,V8798-74,Canadá,América,Ford,Pickup Grande,No,Automático,No,2034,29112902.77
Golf,2016,U5883-12,Australia,Oceanía,Volkswagen,Compacto,No,Manual,No,3930,238168506.41
Corolla,2015,P5933-38,México,América,Toyota,Compacto,No,Automático,No,1938,179533805.05
Q5,2018,T1405-89,Estados Unidos,América,Audi,SUV Premium,Sí,Automático,No,2561,115980330.47
Model 3,2017,N7861-11,Japón,Asia,Tesla,Sedan,Sí,Manual,No,3944,137185925.23
Silverado,2017,X1019-59,Brasil,América,Chevrolet,Pickup Grande,No,Automático,No,1889,53726470.07
Sprinter,2022,V1325-10,Australia,Oceanía,Mercedes-Benz,Comercial,No,Manual,No,4883,96515257.72
CX-5,2018,E8828-53,Reino Unido,Europa,Mazda,SUV Compacto,No,Automático,No,1273,127673147.12
Cherokee,2015,P1878-89,Japón,Asia,Jeep,SUV Mediano,No,Manual,No,2855,89294255.08
3 Series,2017,B3362-45,México,América,BMW,Sedan Premium,No,Automático,No,1301,88694282.64
Focus,2020,S9593-88,Alemania,Europa,Ford,Compacto,No,Automático,No,3355,92269726.51
Tucson,2015,B6894-63,Estados Unidos,América,Hyundai,SUV Compacto,No,Manual,No,3720,143752119.5
Model 3,2024,S5339-83,Francia,Europa,Tesla,Sedan,Sí,Manual,Sí,538,154652454.18
Tucson,2015,X4042-97,México,América,Hyundai,SUV Compacto,No,Automático,No,3970,141849569.87
Tucson,2018,B4484-66,Estados Unidos,América,Hyundai,SUV Compacto,No,Automático,No,3874,169875938.0
Model 3,2023,X3514-51,Canadá,América,Tesla,Sedan,Sí,Automático,Sí,4368,178924637.21
Cherokee,2016,Q6802-44,Sudáfrica,África,Jeep,SUV Mediano,No,Automático,No,4436,179298773.81
Kona,2017,X8359-12,Brasil,América,Hyundai,SUV Subcompacto,No,Manual,No,2047,132511695.22
Mustang,2020,P3791-40,India,Asia,Ford,Deportivo,No,Automático,No,4272,36449502.53
Corolla,2021,H5899-48,Argentina,América,Toyota,Compacto,Sí,Manual,No,3382,99943495.01
Fusion,2020,F1819-37,Alemania,Europa,Ford,Sedan,No,Automático,No,3710,200701914.41
Civic,2019,L4974-77,India,Asia,Honda,Compacto,No,Automático,No,808,108164227.44
Tucson,2016,C5450-56,México,América,Hyundai,SUV Compacto,No,Manual,No,1517,76442420.39
Fusion,2023,Z7849-57,Canadá,América,Ford,Sedan,No,Manual,Sí,2193,173070003.37
C-Class,2024,E3843-81,España,Europa,Mercedes-Benz,Sedan Premium,Sí,Manual,Sí,1774,138514471.17
Q5,2021,Y4407-97,Sudáfrica,África,Audi,SUV Premium,No,Manual,No,2067,132801187.84
Silverado,2020,X9510-69,España,Europa,Chevrolet,Pickup Grande,No,Manual,No,387,155568563.75
F-150,2024,E1458-34,Francia,Europa,Ford,Pickup Grande,No,Automático,Sí,618,187921342.29
Cherokee,2018,L2503-64,Sudáfrica,África,Jeep,SUV Mediano,No,Automático,No,4963,125517955.36
Golf,2019,N8310-66,Japón,Asia,Volkswagen,Compacto,No,Automático,No,3036,231011646.5
Civic,2015,O1033-40,Sudáfrica,África,Honda,Compacto,No,Automático,No,2424,46817515.38
Corolla,2024,R7225-71,México,América,Toyota,Compacto,No,Automático,Sí,1915,88353281.03
Silverado,2023,Y7513-27,China,Asia,Chevrolet,Pickup Grande,No,Automático,Sí,4944,86753975.14
CR-V,2019,D2918-66,Francia,Europa,Honda,SUV Compacto,No,Manual,No,4042,177863764.68
Sprinter,2022,W5440-17,México,América,Mercedes-Benz,Comercial,No,Manual,No,2336,57495009.93
Fusion,2023,X7411-62,Argentina,América,Ford,Sedan,No,Manual,Sí,4196,66510976.16
F-150,2024,W3463-57,España,Europa,Ford,Pickup Grande,Sí,Automático,No,4854,178208367.04
Q5,2020,N1857-67,China,Asia,Audi,SUV Premium,No,Manual,No,4264,204327750.19
Cherokee,2023,A9516-90,India,Asia,Jeep,SUV Mediano,No,Automático,No,3688,127556392.5
Cherokee,2016,W5102-11,Argentina,América,Jeep,SUV Mediano,No,Manual,No,4740,85808311.65
Cherokee,2021,V6055-33,Sudáfrica,África,Jeep,SUV Mediano,No,Manual,No,1915,18369118.28
Silverado,2024,W3926-17,México,América,Chevrolet,Pickup Grande,No,Automático,No,459,201322922.94
C-Class,2015,C1357-85,Brasil,América,Mercedes-Benz,Sedan Premium,No,Automático,No,3643,208427304.03
3 Series,2020,Y3065-73,Sudáfrica,África,BMW,Sedan Premium,No,Manual,No,4721,59964851.51
Fusion,2020,R9437-14,Alemania,Europa,Ford,Sedan,No,Manual,No,2339,26556956.74
Sprinter,2023,F5284-82,Reino Unido,Europa,Mercedes-Benz,Comercial,No,Manual,Sí,2780,122590583.41
Tucson,2016,S8773-51,Japón,Asia,Hyundai,SUV Compacto,No,Manual,No,939,143281565.87
C-Class,2015,V3279-44,México,América,Mercedes-Benz,Sedan Premium,No,Automático,No,4009,56938241.49
Fusion,2015,J1048-52,India,Asia,Ford,Sedan,No,Automático,No,1932,165944336.55
C-Class,2019,Y9439-90,México,América,Mercedes-Benz,Sedan Premium,No,Automático,No,1843,44875397.02
3 Series,2023,N8835-86,Australia,Oceanía,BMW,Sedan Premium,No,Automático,Sí,197,199440789.13
Camry,2022,G3390-48,Canadá,América,Toyota,Sedan Mediano,No,Manual,No,535,7689462.78
Civic,2024,E1533-32,Reino Unido,Europa,Honda,Compacto,No,Manual,Sí,4294,227919242.96
CR-V,2023,V5263-99,Reino Unido,Europa,Honda,SUV Compacto,No,Manual,Sí,3090,116412525.62
Golf,2022,K5586-96,México,América,Volkswagen,Compacto,No,Manual,No,2324,218024208.53
Civic,2020,R6385-76,Francia,Europa,Honda,Compacto,No,Manual,No,2801,85466195.83
Focus,2024,S4486-97,Alemania,Europa,Ford,Compacto,No,Automático,Sí,1847,110130023.46
F-150,2024,T6496-82,Argentina,América,Ford,Pickup Grande,No,Automático,Sí,2884,27171772.57
CX-5,2020,Q9934-81,China,Asia,Mazda,SUV Compacto,No,Manual,No,2843,154909259.01
Mustang,2015,J9277-69,Brasil,América,Ford,Deportivo,No,Automático,No,3662,157533832.75
F-150,2018,U4726-98,Japón,Asia,Ford,Pickup Grande,No,Manual,No,4019,152251211.43
Golf,2020,E5530-14,China,Asia,Volkswagen,Compacto,No,Manual,No,4258,136441052.17
Mustang,2018,E2604-81,Corea del Sur,Asia,Ford,Deportivo,No,Automático,No,1058,47021032.0
F-150,2023,S3119-11,Francia,Europa,Ford,Pickup Grande,No,Automático,Sí,2709,171181051.79
Focus,2019,S9592-85,España,Europa,Ford,Compacto,No,Manual,No,690,52363984.01
CX-5,2019,L5329-85,Reino Unido,Europa,Mazda,SUV Compacto,No,Automático,No,2308,40958720.48
CR-V,2019,H2322-80,Japón,Asia,Honda,SUV Compacto,No,Manual,No,4972,246639063.37
Fusion,2016,V5947-91,India,Asia,Ford,Sedan,No,Automático,No,4778,99274425.49
RAV4,2020,Z8774-65,Estados Unidos,América,Toyota,SUV Compacto,No,Manual,No,2101,50842942.62
CX-5,2015,E8183-43,Argentina,América,Mazda,SUV Compacto,No,Automático,No,2737,233369770.38
Mustang,2023,J5984-32,México,América,Ford,Deportivo,No,Manual,Sí,1271,56342924.02
Fusion,2023,U9496-70,Italia,Europa,Ford,Sedan,No,Manual,Sí,2758,61134794.45
F-150,2019,F7567-54,México,América,Ford,Pickup Grande,No,Manual,No,169,215304865.35
Tucson,2015,L6629-26,China,Asia,Hyundai,SUV Compacto,No,Automático,No,1090,6351360.87
Model 3,2019,B6518-59,México,América,Tesla,Sedan,Sí,Manual,No,598,156347624.32
3 Series,2024,X6843-33,India,Asia,BMW,Sedan Premium,No,Manual,Sí,990,129303087.36
Mustang,2020,F8640-70,Canadá,América,Ford,Deportivo,No,Manual,No,3053,138189402.35
Sprinter,2021,A9265-78,Francia,Europa,Mercedes-Benz,Comercial,No,Manual,No,4327,96046651.07
Cherokee,2023,W9982-26,España,Europa,Jeep,SUV Mediano,No,Automático,Sí,1181,13086824.73
Fusion,2023,K9781-43,Japón,Asia,Ford,Sedan,No,Manual,Sí,2560,114565295.27
CR-V,2018,Q4173-88,Alemania,Europa,Honda,SUV Compacto,No,Automático,No,4303,74474895.36
